,id,title,category,brand,modelno,price,query,category_predict,brand_predict
3553,3553,seh ps01a print server m04122,print servers,seh,m04122,160.74,"{'title': 'seh ps01a print server m04122', 'category': 'print servers', 'brand': 'seh', 'modelno': 'm04122', 'price': 160.74}","['print servers', 'printer ink toner', 'printer accessories', 'printer feeders', 'computer accessories']","['startech', 'siig', 'global marketing partners', 'seiko instruments', 'seh']"
3576,3576,kingston 1 gb ddr2 sdram memory module 1 gb 333mhz ddr2667 pc25300 ddr2 sdram 200pin sodimm ktl-tp667 1g,memory,kingston,ktl-tp667 / 1g,16.99,"{'title': 'kingston 1 gb ddr2 sdram memory module 1 gb 333mhz ddr2667 pc25300 ddr2 sdram 200pin sodimm ktl-tp667 1g', 'category': 'memory', 'brand': 'kingston', 'modelno': 'ktl-tp667 / 1g', 'price': 16.99}","['external data storage', 'memory', 'computer components', 'cpu processors', 'computers accessories']","['crucial', 'ram', 'mushkin', 'memory upgrades', 'kingston']"
3578,3578,sata to lp4 molex power adapter cable 6 inches,cables interconnects,micro sata cables,,3.98,"{'title': 'sata to lp4 molex power adapter cable 6 inches', 'category': 'cables interconnects', 'brand': 'micro sata cables', 'price': 3.98}","['interconnect cables', 'serial cables', 'power cables', 'subwoofer cables', 'cables interconnects']","['micro sata cables', 'generic', 'ld', 'parts express', 'importer520']"
3582,3582,sapphire radeon hd 6970 2 gb ddr5 dl-dvi-i sl-dvi-d hdmi dual mini dp pci-express graphics card 100311sr,computers accessories,sapphire,100311sr,,"{'title': 'sapphire radeon hd 6970 2 gb ddr5 dl-dvi-i sl-dvi-d hdmi dual mini dp pci-express graphics card 100311sr', 'category': 'computers accessories', 'brand': 'sapphire', 'modelno': '100311sr'}","['graphics cards', 'internal sound cards', 'video capture cards', 'computer components', 'computers accessories']","['sapphire', 'xfx', 'diamond', 'msi', 'diamond multimedia']"
3589,3589,sandisk 4gb microsdhc memory card with sd adapter bulk packaging,memory cards,sandisk,sdsdq-4096,6.15,"{'title': 'sandisk 4gb microsdhc memory card with sd adapter bulk packaging', 'category': 'memory cards', 'brand': 'sandisk', 'modelno': 'sdsdq-4096', 'price': 6.15}","['blank media', 'memory card adapters', 'external data storage', 'usb flash drives', 'memory cards']","['maxram', 'sandisk', 'dane-elec', 'kingston', 'imation']"
3605,3605,samsung clp-m660a magenta toner cartidge for clp-610 660 series and clx-6200fx series printers,printer ink toner,samsung,clp-m660a,80.97,"{'title': 'samsung clp-m660a magenta toner cartidge for clp-610 660 series and clx-6200fx series printers', 'category': 'printer ink toner', 'brand': 'samsung', 'modelno': 'clp-m660a', 'price': 80.97}","['printer photoconductors', 'printer ink toner', 'laser printer toner', 'inkjet printer ink', 'computer accessories']","['oki data', 'canon', 'lexmark', 'ocinkjet', 'samsung']"
3623,3623,jabra stone2 bluetooth glossy black,bluetooth headsets,jabra,,77.99,"{'title': 'jabra stone2 bluetooth glossy black', 'category': 'bluetooth headsets', 'brand': 'jabra', 'price': 77.99}","['wired headsets', 'bluetooth headsets', 'headsets', 'phones with plans', 'cases']","['gn netcom', 'nokia', 'jabra', 'htc', 'avant products']"
3626,3626,roocase executive portfolio red leather case cover with landscape portrait view for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi,cases sleeves,,,43.64,"{'title': 'roocase executive portfolio red leather case cover with landscape portrait view for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi', 'category': 'cases sleeves', 'price': 43.64}","['covers', 'sleeves', 'tablets', 'cases sleeves', 'report covers']","['norazza inc.', 'asus', 'norazza', 'marware', 'roocase']"
3638,3638,iosafe rugged portable - hard drive - 500 gb - external - firewire 800 hi-speed usb superspeed usb - with 3 years data recovery service,surge protectors,iosafe,pa50500u3yr,290.49,"{'title': 'iosafe rugged portable - hard drive - 500 gb - external - firewire 800 hi-speed usb superspeed usb - with 3 years data recovery service', 'category': 'surge protectors', 'brand': 'iosafe', 'modelno': 'pa50500u3yr', 'price': 290.49}","['safety', 'hard drive enclosures', 'external hard drives', 'surge protectors', 'power converters']","['iosafe', 'cyberpower', 'sunvalleytek', 'coolguard', 'defender']"
3645,3645,rca ant1650r flat digital amplified indoor tv antenna,antennas,rca,ant1650r,41.79,"{'title': 'rca ant1650r flat digital amplified indoor tv antenna', 'category': 'antennas', 'brand': 'rca', 'modelno': 'ant1650r', 'price': 41.79}","['networking products', 'antennas', 'radio antennas', 'hdtv antennas', 'rca cables']","['audiovox', 'terk', 'motorola', 'rca', 'sirius satellite radio']"
3648,3648,razer nostromo gaming keypad rz07-00490100-r3,,razer,rz07-00490100-r3u1,67.97,"{'title': 'razer nostromo gaming keypad rz07-00490100-r3', 'brand': 'razer', 'modelno': 'rz07-00490100-r3u1', 'price': 67.97}","['controllers', 'keyboards', 'gamepads', 'gaming mice', 'access-control keypads']","['razer', 'mad catz inc', 'steelseries', 'wincraft', 'keytronicems']"
3660,3660,quartet 4-function executive laser pointer class 2 projects 150 yards silver barrel mp-2800q,presentation pointers,quartet,mp-2800q,3.33,"{'title': 'quartet 4-function executive laser pointer class 2 projects 150 yards silver barrel mp-2800q', 'category': 'presentation pointers', 'brand': 'quartet', 'modelno': 'mp-2800q', 'price': 3.33}","['c', 'connecting blocks', 'presentation pointers', 'radios', 'laser pointers']","['pinpoint', 'executive', 'sharp', 'apollo', 'quartet']"
3662,3662,inland pro usb keyboard,keyboards,inland,70008,10.87,"{'title': 'inland pro usb keyboard', 'category': 'keyboards', 'brand': 'inland', 'modelno': '70008', 'price': 10.87}","['keyboard skins', 'car audio video', 'keyboard mouse combos', 'keyboards', 'controllers']","['aluratek', 'inland', 'kanguru solutions', 'inland computer accessories', 'solidtek']"
3670,3670,q-see qpscdnv professional indoor ccd camera w night vision color,,q-see,qpscdnv,83.35,"{'title': 'q-see qpscdnv professional indoor ccd camera w night vision color', 'brand': 'q-see', 'modelno': 'qpscdnv', 'price': 83.35}","['hidden cameras', 'camera photo', 'bullet cameras', 'surveillance video recorders', 'surveillance cameras']","['vistaquest', 'security labs', 'mace security', 'mace', 'q-see']"
3672,3672,pyramid 4000 payroll time recorder,time clocks,pyramid,4000,355.96,"{'title': 'pyramid 4000 payroll time recorder', 'category': 'time clocks', 'brand': 'pyramid', 'modelno': '4000', 'price': 355.96}","['time clocks', 'typewriters', 'digital voice recorders', 'filing products', 'surveillance video recorders']","['pinnacle systems', 'pyramid', 'neat receipts', 'filemaker inc.', 'acco']"
3677,3677,ge pro series 24202 hdmi cable 10 feet,hdmi cables,general electric,24202,24.99,"{'title': 'ge pro series 24202 hdmi cable 10 feet', 'category': 'hdmi cables', 'brand': 'general electric', 'modelno': '24202', 'price': 24.99}","['serial cables', 'component video', 'digital coaxial cables', 'hdmi cables', 'parallel cables']","['general electric', 'oem systems company', 'general imaging', 'jasco', 'mpi']"
3691,3691,high power lexington designer manual screen - 100 diagonal av format size 96 x 96,projection screens,da-lite,,,"{'title': 'high power lexington designer manual screen - 100 diagonal av format size 96 x 96', 'category': 'projection screens', 'brand': 'da-lite'}","['home audio theater', 'television stands entertainment centers', 'projector accessories', 'dvd home theater', 'projection screens']","['da-lite', 'da-lite screen', 'elite', 'gator', 'elite screens']"
3693,3693,post-it notes original pop-up refill 3 inches x 3 inches assorted neon colors 100 sheets per pad six pads per pack r330an,self-stick notes,post-it,r330an,10.06,"{'title': 'post-it notes original pop-up refill 3 inches x 3 inches assorted neon colors 100 sheets per pad six pads per pack r330an', 'category': 'self-stick notes', 'brand': 'post-it', 'modelno': 'r330an', 'price': 10.06}","['arts crafts 4-for-3 offer', 'paper', 'memo scratch pads', 'self-stick note pad holders', 'self-stick notes']","['itw', 'paper mate', 'mr. sketch', 'post-it', '3m']"
3704,3704,plugable pci express to superspeed usb 3.0 2-port expansion card nec renesas chipset,usb port cards,,pcie-usb3-sp,6.88,"{'title': 'plugable pci express to superspeed usb 3.0 2-port expansion card nec renesas chipset', 'category': 'usb port cards', 'modelno': 'pcie-usb3-sp', 'price': 6.88}","['external data storage', 'programmable', 'hard drive enclosures', 'usb port cards', 'usb cables']","['premiertek', 'plugable technologies', 'acp-ep memory', 'grandtec', 'xantech']"
3711,3711,philips silicone bumper case for iphone 4 clear black,cases,philips,dlm4347/17,21.98,"{'title': 'philips silicone bumper case for iphone 4 clear black', 'category': 'cases', 'brand': 'philips', 'modelno': 'dlm4347/17', 'price': 21.98}","['skins', 'cases', 'electronics', 'faceplates', 'covers skins']","['case', 'luxmo', 'dlo', 'philips', '24/7 cases']"
3716,3716,philips gogear vibe 4 gb mp3 video player with 1.5-inch color screen black,mp3 players,philips,sa1vbe04k/17,63.99,"{'title': 'philips gogear vibe 4 gb mp3 video player with 1.5-inch color screen black', 'category': 'mp3 players', 'brand': 'philips', 'modelno': 'sa1vbe04k/17', 'price': 63.99}","['digital media devices', 'mp3 players', 'boomboxes', 'electronics', 'dvd players']","['digital', 'philips', 'magnavox', 'audiovox', 'rca']"
3721,3721,hp generic reduced height ink cartridge in retail packaging c6602a,inkjet printer ink,hp,ca00050-0262,18.0,"{'title': 'hp generic reduced height ink cartridge in retail packaging c6602a', 'category': 'inkjet printer ink', 'brand': 'hp', 'modelno': 'ca00050-0262', 'price': 18.0}","['computer accessories', 'inkjet printer ink', 'inkjet printers', 'printer ink toner', 'laser printer toner']","['compatible', 'hp', 'lexmark', 'ocinkjet', 'unknown']"
3742,3742,panasonic rp-hje280-s inner ear earbuds w extension silver,headphones,panasonic,rp-hje280-s,14.51,"{'title': 'panasonic rp-hje280-s inner ear earbuds w extension silver', 'category': 'headphones', 'brand': 'panasonic', 'modelno': 'rp-hje280-s', 'price': 14.51}","['headsets', 'wired headsets', 'earpads', 'accessories supplies', 'headphones']","['panasonic', 'philips', 'koss', 'audio-technica', 'jvc']"
3757,3757,panasonic blk toner cart ug-3313,laser printer toner,,ug-3313,87.36,"{'title': 'panasonic blk toner cart ug-3313', 'category': 'laser printer toner', 'modelno': 'ug-3313', 'price': 87.36}","['dlt cleaning cartridges', 'typewriters', 'inkjet printer ink', 'printer ink toner', 'laser printer toner']","['digital', 'lexmark', 'pantech', 'panasonic', 'pandigital']"
3758,3758,panasonic bb-hcm580a 21x optical zoom pan tilt security network camera silver,surveillance cameras,panasonic,bb-hcm580a,639.99,"{'title': 'panasonic bb-hcm580a 21x optical zoom pan tilt security network camera silver', 'category': 'surveillance cameras', 'brand': 'panasonic', 'modelno': 'bb-hcm580a', 'price': 639.99}","['camera photo', 'surveillance cameras', 'hidden cameras', 'bullet cameras', 'dome cameras']","['optoma', 'q-see', 'foscam', 'panasonic', 'sangean']"
3767,3767,opteka .45 x wide angle lens for flip ultrahd digital video camcorder,camcorder lenses,opteka,opt45xultra-mag-small,19.95,"{'title': 'opteka .45 x wide angle lens for flip ultrahd digital video camcorder', 'category': 'camcorder lenses', 'brand': 'opteka', 'modelno': 'opt45xultra-mag-small', 'price': 19.95}","['camcorder lenses', 'lens accessories', 'camera lenses', 'video glasses', 'camera photo']","['sakar', 'viewsonic', 'opteka', 'eye-fi', 'visiontek']"
3768,3768,omnimount tria adjustable 3-shelf wall component system with cable management,audio-video shelving,omnimount,tria b,96.31,"{'title': 'omnimount tria adjustable 3-shelf wall component system with cable management', 'category': 'audio-video shelving', 'brand': 'omnimount', 'modelno': 'tria b', 'price': 96.31}","['speaker mounts', 'computer monitor mounts', 'tv mounts', 'audio-video shelving', 'platforms stands shelves']","['eco-mount by avf', 'arrowmounts', 'omnimount', 'creative', 'easymounts']"
3773,3773,new olympus evolt e-520 e520 olympus zuiko 14-42mm f3 .5 5.6 lens olympus zuiko 40-150mm f4 .0 5.6 lens lens cleaning kit card case holds 3 cards high speed card reader table top tripod ultra compact with flexible wire leg lcd protector 8g high speed card 3 piece filter kit rainsleeve soft case professional full size tripod 0.5 x professional high definition wide angle lens with land case deluxe camera bag extra high power battery dvd guide two cap kippers deluxe camera bag two lens hoods olympus wide strap external flash 5 years extended warranty wireless remote control pop - up flash diffuser adjustable slr hand strap .,camera photo,olympus,olekit,789.99,"{'title': 'new olympus evolt e-520 e520 olympus zuiko 14-42mm f3 .5 5.6 lens olympus zuiko 40-150mm f4 .0 5.6 lens lens cleaning kit card case holds 3 cards high speed card reader table top tripod ultra compact with flexible wire leg lcd protector 8g high speed card 3 piece filter kit rainsleeve soft case professional full size tripod 0.5 x professional high definition wide angle lens with land case deluxe camera bag extra high power battery dvd guide two cap kippers deluxe camera bag two lens hoods olympus wide strap external flash 5 years extended warranty wireless remote control pop - up flash diffuser adjustable slr hand strap .', 'category': 'camera photo', 'brand': 'olympus', 'modelno': 'olekit', 'price': 789.99}","['cameras', 'camera lenses', 'camera photo', 'accessory kits', 'digital cameras']","['olympus', 'digital', 'unknown', 'sunpak', 'fuji']"
3775,3775,olympus 228180 vg-120 digital camera black,,olympus,228180,,"{'title': 'olympus 228180 vg-120 digital camera black', 'brand': 'olympus', 'modelno': '228180'}","['point shoot digital camera bundles', 'cameras', 'point shoot digital cameras', 'digital cameras', 'digital slr cameras']","['general imaging', 'kodak', 'olympus', 'fuji', 'digital']"
3777,3777,okidata black nylon ribbon for microline 320 321 printers 5 6 x 2 yards,impact dot matrix printer ribbons,oki data,52102001,4.99,"{'title': 'okidata black nylon ribbon for microline 320 321 printers 5 6 x 2 yards', 'category': 'impact dot matrix printer ribbons', 'brand': 'oki data', 'modelno': '52102001', 'price': 4.99}","['computer accessories', 'impact dot matrix printer ribbons', 'scanner accessories', 'laser printer toner', 'printer transfer belts']","['oki', 'kaito', 'hitachi', 'oki data', 'matsunichi']"
3779,3779,nvidia quadro nvs 450 pcie16 512mb gddr3 4port to dvi cable,computers accessories,pny,vcq450nvs-x16-dvi-pb,462.99,"{'title': 'nvidia quadro nvs 450 pcie16 512mb gddr3 4port to dvi cable', 'category': 'computers accessories', 'brand': 'pny', 'modelno': 'vcq450nvs-x16-dvi-pb', 'price': 462.99}","['graphics cards', 'hardware', 'network cards', 'dvi cables', 'computers accessories']","['sunvalleytek', 'pny', 'nvidia', 'mushkin', 'vantec']"
3780,3780,nokia n8 unlocked gsm touchscreen phone featuring gps with voice navigation and 12 mp camera -- u.s. version with warranty green,unlocked phones,nokia,002t2x3,379.0,"{'title': 'nokia n8 unlocked gsm touchscreen phone featuring gps with voice navigation and 12 mp camera -- u.s. version with warranty green', 'category': 'unlocked phones', 'brand': 'nokia', 'modelno': '002t2x3', 'price': 379.0}","['unlocked phones', 'pdas handhelds', 'no-contract phones', 'phones with plans', 'voip']","['pantech', 'blackberry', 'htc', 'nokia', 'motorola']"
3813,3813,kingston kvr133x64sc3 512 512mb pc133 non-ecc cl3 sodimm memory,memory,kingston,kvr133x64sc3/512,101.99,"{'title': 'kingston kvr133x64sc3 512 512mb pc133 non-ecc cl3 sodimm memory', 'category': 'memory', 'brand': 'kingston', 'modelno': 'kvr133x64sc3/512', 'price': 101.99}","['memory', 'computers accessories', 'memory cards', 'internal hard drives', 'computer components']","['mushkin', 'computer memory solutions', 'kingston', 'crucial', 'memory upgrades']"
