,ltable_id,rtable_id,label,l_entity,r_entity
874,8167,3160,0,"{'/sku': '[y05010m1]', 'category': 'Jewelry', 'Brand': 'GC', 'Packaging': 'GC packaging', 'Case width approx.': '37mm', 'Case depth approx.': '11mm', 'Gender': 'Ladies', 'Dial Colour': 'White Mop', 'Date': 'Yes', 'Clasp type': 'Deployment Buckle', 'Case Material': 'Stainless Steel', 'Strap type': 'Stainless Steel', 'Strap colour': 'Silver Tone', 'Water resistance': '100 metres', 'Movement': 'Swiss Quartz', 'Chronograph': 'Yes', 'MPN': 'Y05010M1', 'Guarantee': 'GC 2 year guarantee', 'description': '  "" GC Ladies Lady Chic Chronograph Watch ""@en ""GC Y05010M1 £219.00 - TheWatchSuperstore.com™""@en  ""', 'entity1': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}, 'entity2': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}}","{'title': 'Ladies Lady Chic Chronograph Watch', 'brand': '', 'color': '', 'gender': 'Ladies', 'sku': '', 'diameter': '', 'description': '  ""Ladies Lady Chic Chronograph Watch ""@de ""Gc Uhren einfach und sicher online bestellen | DE Shop™""'}"
876,6727,3629,0,"{'/sku': '[y05010m1]', 'category': 'Jewelry', 'Brand': 'GC', 'Packaging': 'GC packaging', 'Case width approx.': '37mm', 'Case depth approx.': '11mm', 'Gender': 'Ladies', 'Dial Colour': 'White Mop', 'Date': 'Yes', 'Clasp type': 'Deployment Buckle', 'Case Material': 'Stainless Steel', 'Strap type': 'Stainless Steel', 'Strap colour': 'Silver Tone', 'Water resistance': '100 metres', 'Movement': 'Swiss Quartz', 'Chronograph': 'Yes', 'MPN': 'Y05010M1', 'Guarantee': 'GC 2 year guarantee', 'description': '  "" GC Ladies Lady Chic Chronograph Watch ""@en ""GC Y05010M1 £219.00 - TheWatchSuperstore.com™""@en  ""', 'entity1': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}, 'entity2': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}}","{'title': 'Michele Deco Mid Watch', 'brand': 'Michele', 'color': 'Stainless steel', 'gender': 'Ladies', 'sku': 'MW06V00A0029\\_MS16DM235009', 'diameter': '', 'description': '  ""Michele Deco Mid Watch MW06V00A0029_MS16DM235009"" ""Shop Michele MWW06V000002 Watches | Costello J'}"
877,5195,4023,0,"{'/sku': '[y05010m1]', 'category': 'Jewelry', 'Brand': 'GC', 'Packaging': 'GC packaging', 'Case width approx.': '37mm', 'Case depth approx.': '11mm', 'Gender': 'Ladies', 'Dial Colour': 'White Mop', 'Date': 'Yes', 'Clasp type': 'Deployment Buckle', 'Case Material': 'Stainless Steel', 'Strap type': 'Stainless Steel', 'Strap colour': 'Silver Tone', 'Water resistance': '100 metres', 'Movement': 'Swiss Quartz', 'Chronograph': 'Yes', 'MPN': 'Y05010M1', 'Guarantee': 'GC 2 year guarantee', 'description': '  "" GC Ladies Lady Chic Chronograph Watch ""@en ""GC Y05010M1 £219.00 - TheWatchSuperstore.com™""@en  ""', 'entity1': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}, 'entity2': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}}","{'title': 'Michele Deco Mid Watch', 'brand': 'Michele', 'color': 'Stainless steel', 'gender': 'Ladies', 'sku': 'MW06V00A0029\\_MS16DM235009', 'diameter': '', 'description': '  ""Michele Deco Mid Watch MW06V00A0029_MS16DM235009"" ""Shop Michele MWW06V000023 Watches | Costello J'}"
878,7388,2833,0,"{'/sku': '[y05010m1]', 'category': 'Jewelry', 'Brand': 'GC', 'Packaging': 'GC packaging', 'Case width approx.': '37mm', 'Case depth approx.': '11mm', 'Gender': 'Ladies', 'Dial Colour': 'White Mop', 'Date': 'Yes', 'Clasp type': 'Deployment Buckle', 'Case Material': 'Stainless Steel', 'Strap type': 'Stainless Steel', 'Strap colour': 'Silver Tone', 'Water resistance': '100 metres', 'Movement': 'Swiss Quartz', 'Chronograph': 'Yes', 'MPN': 'Y05010M1', 'Guarantee': 'GC 2 year guarantee', 'description': '  "" GC Ladies Lady Chic Chronograph Watch ""@en ""GC Y05010M1 £219.00 - TheWatchSuperstore.com™""@en  ""', 'entity1': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}, 'entity2': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}}","{'title': 'Michele Deco Mid Watch', 'brand': 'Michele', 'color': 'Stainless steel', 'gender': 'Ladies', 'sku': 'MW06V00A0029\\_MS16DM235009', 'diameter': '', 'description': '  ""Michele Deco Mid Watch MW06V00A0029_MS16DM235009"" ""Shop Michele MWW06V000001 Watches | Costello J'}"
879,4539,5617,0,"{'/sku': '[y05010m1]', 'category': 'Jewelry', 'Brand': 'GC', 'Packaging': 'GC packaging', 'Case width approx.': '37mm', 'Case depth approx.': '11mm', 'Gender': 'Ladies', 'Dial Colour': 'White Mop', 'Date': 'Yes', 'Clasp type': 'Deployment Buckle', 'Case Material': 'Stainless Steel', 'Strap type': 'Stainless Steel', 'Strap colour': 'Silver Tone', 'Water resistance': '100 metres', 'Movement': 'Swiss Quartz', 'Chronograph': 'Yes', 'MPN': 'Y05010M1', 'Guarantee': 'GC 2 year guarantee', 'description': '  "" GC Ladies Lady Chic Chronograph Watch ""@en ""GC Y05010M1 £219.00 - TheWatchSuperstore.com™""@en  ""', 'entity1': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}, 'entity2': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}}","{'title': 'Bvlgari Bvlgari Watch BBLP33WGG 12', 'brand': 'Bvlgari', 'color': '12', 'gender': 'Ladies', 'sku': 'BBL33WSPGD', 'diameter': '', 'description': '  ""Bvlgari Bvlgari Watch BBLP33WGG 12"" BBL33WSPGD | Dejaun Jewelers""  ""<p> A finely crafted timepiec'}"
881,2075,3565,0,"{'/sku': '[y05010m1]', 'category': 'Jewelry', 'Brand': 'GC', 'Packaging': 'GC packaging', 'Case width approx.': '37mm', 'Case depth approx.': '11mm', 'Gender': 'Ladies', 'Dial Colour': 'White Mop', 'Date': 'Yes', 'Clasp type': 'Deployment Buckle', 'Case Material': 'Stainless Steel', 'Strap type': 'Stainless Steel', 'Strap colour': 'Silver Tone', 'Water resistance': '100 metres', 'Movement': 'Swiss Quartz', 'Chronograph': 'Yes', 'MPN': 'Y05010M1', 'Guarantee': 'GC 2 year guarantee', 'description': '  "" GC Ladies Lady Chic Chronograph Watch ""@en ""GC Y05010M1 £219.00 - TheWatchSuperstore.com™""@en  ""', 'entity1': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}, 'entity2': {'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}}","{'title': 'Casio GA-110MB-1AER', 'brand': 'G-Shock', 'color': 'Stotak', 'gender': ""Men's"", 'sku': 'GA-110MB-1AER', 'diameter': '', 'description': '  ""Casio GA-110MB-1AER""@bg GA-110MB-1AER | G-Shock Stotak.com""@bg'}"
884,5887,3323,1,"{'/sku': '[1320ssa231k1]', '/mpn': '[ssa231k1]', '/gtin13': '[4954628180025]', 'brand': 'Seiko', 'category': 'Jewelry', 'Ø koperty::': '41 mm', 'Grubość koperty:': '12 mm', 'kształt:': 'owalny', 'kolor obudowy:': 'srebro', 'szkło:': 'szkło mineralne', 'materiał:': 'stal nierdzewna', 'description': '  ""Zegarek męski Automatyczny""@pl 00 €""@pl ""Seiko Zegarek Automatyczny SSA231K1 nur 349', 'title': 'Zegarek męski Automatyczny', 'color': '', 'gender': 'męski', 'sku': 'SSA231K1', 'diameter': '349'}","{'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': {'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': ""['ssa231k1', '1320ssa231k1']""}, 'description': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320'}"
885,5126,5618,1,"{'/sku': '[1320ssa231k1]', '/mpn': '[ssa231k1]', '/gtin13': '[4954628180025]', 'brand': 'Seiko', 'category': 'Jewelry', 'Ø koperty::': '41 mm', 'Grubość koperty:': '12 mm', 'kształt:': 'owalny', 'kolor obudowy:': 'srebro', 'szkło:': 'szkło mineralne', 'materiał:': 'stal nierdzewna', 'description': '  ""Zegarek męski Automatyczny""@pl 00 €""@pl ""Seiko Zegarek Automatyczny SSA231K1 nur 349', 'title': 'Zegarek męski Automatyczny', 'color': '', 'gender': 'męski', 'sku': 'SSA231K1', 'diameter': '349'}","{'title': 'Seiko SSA231K1 Neo Classic', 'brand': 'Seiko', 'color': '', 'gender': ""Men's"", 'sku': 'SSA231K1', 'diameter': '', 'description': '  ""Seiko SSA231K1 Neo Classic""@es ""Reloj Seiko Classic cal. 4R39. Relojes en barcelona venta online""'}"
886,889,6977,1,"{'/sku': '[1320ssa231k1]', '/mpn': '[ssa231k1]', '/gtin13': '[4954628180025]', 'brand': '""Seiko""@pl', 'category': 'Jewelry', 'Ø koperty::': '41 mm', 'Grubość koperty:': '12 mm', 'kształt:': 'owalny', 'kolor obudowy:': 'srebro', 'szkło:': 'szkło mineralne', 'materiał:': 'stal nierdzewna', 'description': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': {'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': ""['ssa231k1', '1320ssa231k1']""}}","{'title': 'SSA231K1 Seiko Neo Classic', 'brand': 'Seiko', 'color': 'lime', 'gender': 'unisex', 'sku': '4R39', 'diameter': '', 'description': '  ""SSA231K1 Seiko Neo Classic""@en ""Watch Classic SSA231K1 lime. 4R39. watches sale online in barcelo'}"
887,702,1707,1,"{'/sku': '[1320ssa231k1]', '/mpn': '[ssa231k1]', '/gtin13': '[4954628180025]', 'brand': 'Seiko', 'category': 'Jewelry', 'Ø koperty::': '41 mm', 'Grubość koperty:': '12 mm', 'kształt:': 'owalny', 'kolor obudowy:': 'srebro', 'szkło:': 'szkło mineralne', 'materiał:': 'stal nierdzewna', 'description': '  ""Seiko SSA231K1 Neo Classic""@es ""Reloj Seiko Classic cal. 4R39. Relojes en barcelona venta online""', 'title': 'Seiko SSA231K1 Neo Classic', 'color': '', 'gender': ""Men's"", 'sku': 'SSA231K1', 'diameter': ''}","{'title': 'SSA231K1 Seiko Neo Classic', 'brand': 'Seiko', 'color': 'lime', 'gender': 'unisex', 'sku': '4R39', 'diameter': '', 'description': '  ""SSA231K1 Seiko Neo Classic""@en ""Watch Classic SSA231K1 lime. 4R39. watches sale online in barcelo'}"
888,420,7210,1,"{'/sku': '[1320ssa231k1]', '/mpn': '[ssa231k1]', '/gtin13': '[4954628180025]', 'brand': 'Seiko', 'category': 'Jewelry', 'Ø koperty::': '41 mm', 'Grubość koperty:': '12 mm', 'kształt:': 'owalny', 'kolor obudowy:': 'srebro', 'szkło:': 'szkło mineralne', 'materiał:': 'stal nierdzewna', 'description': '  ""Zegarek męski Automatyczny""@pl 00 €""@pl ""Seiko Zegarek Automatyczny SSA231K1 nur 349', 'title': 'Zegarek męski Automatyczny', 'color': '', 'gender': 'męski', 'sku': 'SSA231K1', 'diameter': '349'}","{'title': ""Seiko Men's Automatic Watch"", 'brand': 'Seiko', 'color': 'Brown', 'gender': 'Men', 'sku': 'SSA231K1', 'diameter': '', 'description': '  "" Seiko Men\'s Automatic Watch""@en ""Men\'s Watch (SSA231K1) - WATCH SHOP.com™""@en  ""This attractive '}"
889,5126,9076,0,"{'/sku': '[1320ssa231k1]', '/mpn': '[ssa231k1]', '/gtin13': '[4954628180025]', 'brand': 'Seiko', 'category': 'Jewelry', 'Ø koperty::': '41 mm', 'Grubość koperty:': '12 mm', 'kształt:': 'owalny', 'kolor obudowy:': 'srebro', 'szkło:': 'szkło mineralne', 'materiał:': 'stal nierdzewna', 'description': '  ""Zegarek męski Automatyczny""@pl 00 €""@pl ""Seiko Zegarek Automatyczny SSA231K1 nur 349', 'title': 'Zegarek męski Automatyczny', 'color': '', 'gender': 'męski', 'sku': 'SSA231K1', 'diameter': '349'}","{'title': 'Zegarek męski na słoneczną energie', 'brand': 'Seiko', 'color': '00 €', 'gender': 'męski', 'sku': 'SNE039P1', 'diameter': 'nur 159', 'description': '  ""Zegarek męski na słoneczną energie""@pl 00 €""@pl ""Seiko Zegarek energie SNE039P1 nur 159'}"
891,4807,4062,0,"{'/sku': '[1320ssa231k1]', '/mpn': '[ssa231k1]', '/gtin13': '[4954628180025]', 'brand': 'Seiko', 'category': 'Jewelry', 'Ø koperty::': '41 mm', 'Grubość koperty:': '12 mm', 'kształt:': 'owalny', 'kolor obudowy:': 'srebro', 'szkło:': 'szkło mineralne', 'materiał:': 'stal nierdzewna', 'description': '  "" Seiko Men\'s Automatic Watch""@en ""Men\'s Watch (SSA231K1) - WATCH SHOP.com™""@en  ""This attractive ', 'title': ""Seiko Men's Automatic Watch"", 'color': 'Brown', 'gender': 'Men', 'sku': 'SSA231K1', 'diameter': ''}","{'title': 'Zegarek męski na słoneczną energie', 'brand': 'Seiko', 'color': '00 €', 'gender': 'męski', 'sku': 'SNE039P1', 'diameter': 'nur 159', 'description': '  ""Zegarek męski na słoneczną energie""@pl 00 €""@pl ""Seiko Zegarek energie SNE039P1 nur 159'}"
892,889,2912,0,"{'/sku': '[1320ssa231k1]', '/mpn': '[ssa231k1]', '/gtin13': '[4954628180025]', 'brand': '""Seiko""@pl', 'category': 'Jewelry', 'Ø koperty::': '41 mm', 'Grubość koperty:': '12 mm', 'kształt:': 'owalny', 'kolor obudowy:': 'srebro', 'szkło:': 'szkło mineralne', 'materiał:': 'stal nierdzewna', 'description': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': {'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': ""['ssa231k1', '1320ssa231k1']""}}","{'title': 'Zegarek męski na słoneczną energie', 'brand': 'Seiko', 'color': '00 €', 'gender': 'męski', 'sku': 'SNE039P1', 'diameter': 'nur 159', 'description': '  ""Zegarek męski na słoneczną energie""@pl 00 €""@pl ""Seiko Zegarek energie SNE039P1 nur 159'}"
893,1536,5004,0,"{'/sku': '[1320ssa231k1]', '/mpn': '[ssa231k1]', '/gtin13': '[4954628180025]', 'brand': 'Seiko', 'category': 'Jewelry', 'Ø koperty::': '41 mm', 'Grubość koperty:': '12 mm', 'kształt:': 'owalny', 'kolor obudowy:': 'srebro', 'szkło:': 'szkło mineralne', 'materiał:': 'stal nierdzewna', 'description': '  ""Seiko SSA231K1 Neo Classic""@es ""Reloj Seiko Classic cal. 4R39. Relojes en barcelona venta online""', 'title': 'Seiko SSA231K1 Neo Classic', 'color': '', 'gender': ""Men's"", 'sku': 'SSA231K1', 'diameter': ''}","{'title': 'Zegarek męski na słoneczną energie', 'brand': 'Seiko', 'color': '00 €', 'gender': 'męski', 'sku': 'SNE039P1', 'diameter': 'nur 159', 'description': '  ""Zegarek męski na słoneczną energie""@pl 00 €""@pl ""Seiko Zegarek energie SNE039P1 nur 159'}"
899,4728,3513,1,"{'/sku': '[t0834201105700]', 'category': 'Jewelry', 'price': '""33480.00""@en, ""2017-12-07""@en, ""INR""@en', 'description': '  "" Tissot Men\'s T-Touch Classic Alarm Chronograph Watch""@en ""Men\'s Watch (T0834201105700) - WATCH S', 'title': ""Tissot Men's T-Touch Classic Alarm Chronograph Watch"", 'brand': 'Tissot', 'color': 'silver', 'gender': ""Men's"", 'sku': 'T0834201105700', 'diameter': ''}","{'title': ""Tissot Men's T-Touch Classic Alarm Chronograph Watch"", 'brand': 'Tissot', 'color': 'silver', 'gender': ""Men's"", 'sku': 'T0834201105700', 'diameter': '', 'description': '  "" Tissot Men\'s T-Touch Classic Alarm Chronograph Watch""@en ""Men\'s Watch (T0834201105700) - WATCH S'}"
902,3599,4405,0,"{'/sku': '[t0834201105700]', 'category': 'Jewelry', 'price': '""33480.00""@en, ""2017-12-07""@en, ""INR""@en', 'description': '  "" Tissot Men\'s T-Touch Classic Alarm Chronograph Watch""@en ""Men\'s Watch (T0834201105700) - WATCH S', 'title': ""Tissot Men's T-Touch Classic Alarm Chronograph Watch"", 'brand': 'Tissot', 'color': 'silver', 'gender': ""Men's"", 'sku': 'T0834201105700', 'diameter': ''}","{'title': 'MW21A01B0966_MS18EV246710', 'brand': 'Michele', 'color': 'Gold plated', 'gender': 'Ladies', 'sku': 'MW21A000008', 'diameter': 'Scratch resistant sapphire crystal', 'description': '  ""Michele Serein Watch MW21A01B0966_MS18EV246710"" ""Shop Michele MWW21A000008 Watches | Costello Jew'}"
905,7933,3998,0,"{'/sku': '[t0834201105700]', 'category': 'Jewelry', 'price': '""33480.00""@en, ""2017-12-07""@en, ""INR""@en', 'description': '  "" Tissot Men\'s T-Touch Classic Alarm Chronograph Watch""@en ""Men\'s Watch (T0834201105700) - WATCH S', 'title': ""Tissot Men's T-Touch Classic Alarm Chronograph Watch"", 'brand': 'Tissot', 'color': 'silver', 'gender': ""Men's"", 'sku': 'T0834201105700', 'diameter': ''}","{'title': '  ""Michele Serein Diamond Two-Tone Gold, Bracelet Watch"" ""Serein""', 'sku': {'title': '  ""Michele Serein Diamond Two-Tone Gold, Bracelet Watch"" ""Serein""', 'sku': nan}, 'description': '  ""Michele Serein Diamond Two-Tone Gold, Bracelet Watch"" ""Serein""'}"
907,8912,290,0,"{'/sku': '[t0834201105700]', 'category': 'Jewelry', 'price': '""33480.00""@en, ""2017-12-07""@en, ""INR""@en', 'description': '  "" Tissot Men\'s T-Touch Classic Alarm Chronograph Watch""@en ""Men\'s Watch (T0834201105700) - WATCH S', 'title': ""Tissot Men's T-Touch Classic Alarm Chronograph Watch"", 'brand': 'Tissot', 'color': 'silver', 'gender': ""Men's"", 'sku': 'T0834201105700', 'diameter': ''}","{'title': '  ""Tradition Ladies´ Watch""@en ""Tissot Tradition Watch T063.210.11.037.00 nur € 310.00""@en', 'sku': {'title': '  ""Tradition Ladies´ Watch""@en ""Tissot Tradition Watch T063.210.11.037.00 nur € 310.00""@en', 'sku': nan}, 'description': '  ""Tradition Ladies´ Watch""@en ""Tissot Tradition Watch T063.210.11.037.00 nur € 310.00""@en'}"
912,5480,3132,1,"{'/sku': '[1338ssc431p1]', '/mpn': '[ssc431p1]', '/gtin13': '[4954628199249]', 'brand': 'Seiko', 'category': 'Jewelry', 'Tipo:': 'Cronógrafo', 'grupo objetivo:': 'Hombres', 'Diametro:': '43 mm', 'grosor:': '13 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Plateado', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  ""Seiko SSC431P1 watch""  ""                                This sports Seiko SSC431P1  watch is fitt', 'title': 'Seiko SSC431P1 watch', 'color': 'white', 'gender': 'Men', 'sku': 'SSC431P1', 'diameter': ''}","{'title': 'Seiko SSC431P1 watch', 'brand': 'Seiko', 'color': 'white', 'gender': 'Men', 'sku': 'SSC431P1', 'diameter': '', 'description': '  ""Seiko SSC431P1 watch""  ""                                This sports Seiko SSC431P1  watch is fitt'}"
913,6572,4998,1,"{'/sku': '[1338ssc431p1]', '/mpn': '[ssc431p1]', '/gtin13': '[4954628199249]', 'brand': 'Seiko', 'category': 'Jewelry', 'Tipo:': 'Cronógrafo', 'grupo objetivo:': 'Hombres', 'Diametro:': '43 mm', 'grosor:': '13 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Plateado', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  ""Słoneczna energia Chronograf męski""@pl 00 €""@pl ""Seiko Słoneczna męski SSC431P1 nur 329', 'title': 'Słoneczna energia Chronograf męski', 'color': 'white', 'gender': 'męski', 'sku': 'nur 329', 'diameter': ''}","{'title': 'Solar Cronógrafo para hombre', 'brand': 'Seiko', 'color': 'white', 'gender': 'hombre', 'sku': 'nur 329 00 €', 'diameter': '', 'description': '  ""Solar Cronógrafo para hombre""@es ""Seiko Solar hombre SSC431P1 nur 329 00 €""@es'}"
914,84,8185,1,"{'/sku': '[1338ssc431p1]', '/mpn': '[ssc431p1]', '/gtin13': '[4954628199249]', 'brand': 'Seiko', 'category': 'Jewelry', 'Tipo:': 'Cronógrafo', 'grupo objetivo:': 'Hombres', 'Diametro:': '43 mm', 'grosor:': '13 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Plateado', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  ""Solar Cronógrafo para hombre""@es ""Seiko Solar hombre SSC431P1 nur 329 00 €""@es', 'title': 'Solar Cronógrafo para hombre', 'color': 'white', 'gender': 'hombre', 'sku': 'nur 329 00 €', 'diameter': ''}","{'title': 'Solar Men´s Chronograph', 'brand': 'Seiko', 'color': 'white', 'gender': 'Men', 'sku': 'SSC431P1', 'diameter': '', 'description': '  ""Solar Men´s Chronograph""@en ""Seiko Solar Chronograph SSC431P1 nur € 329.00""@en'}"
915,84,4418,1,"{'/sku': '[1338ssc431p1]', '/mpn': '[ssc431p1]', '/gtin13': '[4954628199249]', 'brand': 'Seiko', 'category': 'Jewelry', 'Tipo:': 'Cronógrafo', 'grupo objetivo:': 'Hombres', 'Diametro:': '43 mm', 'grosor:': '13 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Plateado', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  ""Solar Cronógrafo para hombre""@es ""Seiko Solar hombre SSC431P1 nur 329 00 €""@es', 'title': 'Solar Cronógrafo para hombre', 'color': 'white', 'gender': 'hombre', 'sku': 'nur 329 00 €', 'diameter': ''}","{'title': 'Słoneczna energia Chronograf męski', 'brand': 'Seiko', 'color': 'white', 'gender': 'męski', 'sku': 'nur 329', 'diameter': '', 'description': '  ""Słoneczna energia Chronograf męski""@pl 00 €""@pl ""Seiko Słoneczna męski SSC431P1 nur 329'}"
